,category,message,cleaned
3656,Larceny/Theft,themrobbing,themrob
3657,Larceny/Theft,themrobbed me with gun,themrob gun
3658,Larceny/Theft,themrobbed me with knife,themrob knife
3659,Larceny/Theft,thempickpocket,thempickpocket
3660,Larceny/Theft,I seestole my bike,i seestol bike
3661,Larceny/Theft,I seestole a bike,i seestol bike
3662,Larceny/Theft,I seebike is gone,i seebik gone
3663,Larceny/Theft,I seetook bike,i seetook bike
3664,Larceny/Theft,I seebike,i seebik
3665,Larceny/Theft,I seebike lock,i seebik lock
3666,Larceny/Theft,I seestealing,i seesteal
3667,Larceny/Theft,I seestole,i seestol
3668,Larceny/Theft,I seebroke,i seebrok
3669,Larceny/Theft,I seetheft,i seetheft
3670,Larceny/Theft,I seethief,i seethief
3671,Larceny/Theft,I seesteal,i seesteal
3672,Larceny/Theft,I seetook it,i seetook
3673,Larceny/Theft,I seecar stolen,i seecar stolen
3674,Larceny/Theft,I seecar was hijacked,i seecar hijack
3675,Larceny/Theft,I seealarm in a car is going off,i seealarm car go
3676,Larceny/Theft,I seecar is gone,i seecar gone
3677,Larceny/Theft,I seestole car,i seestol car
3678,Larceny/Theft,I seetook car,i seetook car
3679,Larceny/Theft,I seecar,i seecar
3680,Larceny/Theft,I seevan,i seevan
3681,Larceny/Theft,I seesuv,i seesuv
3682,Larceny/Theft,I seetesla,i seetesla
3683,Larceny/Theft,I seetoyota,i seetoyota
3684,Larceny/Theft,I seehonda,i seehonda
3685,Larceny/Theft,I seebmw,i seebmw
3686,Larceny/Theft,I seemercedes,i seemerced
3687,Larceny/Theft,I seetruck,i seetruck
3688,Larceny/Theft,I seelock,i seelock
3689,Larceny/Theft,I seebroke lock,i seebrok lock
3690,Larceny/Theft,I seeopened door,i seeopen door
3691,Larceny/Theft,I seeSomebody broke into my house,i seesomebodi broke hous
3692,Larceny/Theft,I seestole something in my apartment,i seestol someth apart
3693,Larceny/Theft,I seestole something,i seestol someth
3694,Larceny/Theft,I seestole something in my condo,i seestol someth condo
3695,Larceny/Theft,I seebroke into my apartment,i seebrok apart
3696,Larceny/Theft,I seebroke into my condo,i seebrok condo
3697,Larceny/Theft,I seebreaking into that house,i seebreak hous
3698,Larceny/Theft,I seebreaking into that condo,i seebreak condo
3699,Larceny/Theft,I seebreaking into that apartment,i seebreak apart
3700,Larceny/Theft,I seehouse,i seehous
3701,Larceny/Theft,I seeapartment,i seeapart
3702,Larceny/Theft,I seecondo,i seecondo
3703,Larceny/Theft,I seestole purse,i seestol purs
3704,Larceny/Theft,I seestole money,i seestol money
3705,Larceny/Theft,I seetook phone,i seetook phone
3706,Larceny/Theft,I seeran off after taking something,i seeran take someth
3707,Larceny/Theft,I seestole belongings,i seestol belong
3708,Larceny/Theft,I seerobbed me,i seerob
3709,Larceny/Theft,I seelaptop stolen,i seelaptop stolen
3710,Larceny/Theft,I seecomputer stolen,i seecomput stolen
3711,Larceny/Theft,I seetook from locked car,i seetook lock car
3712,Larceny/Theft,I seetook credit card,i seetook credit card
3713,Larceny/Theft,I seestole wallet,i seestol wallet
3714,Larceny/Theft,I seeshoplifting,i seeshoplift
3715,Larceny/Theft,I seeshop lifted,i seeshop lift
3716,Larceny/Theft,I seetook from store,i seetook store
3717,Larceny/Theft,I seestole from mall,i seestol mall
3718,Larceny/Theft,I seelost it,i seelost
3719,Larceny/Theft,I seestolen bike,i seestolen bike
3720,Larceny/Theft,I seestolen motercycke,i seestolen motercyck
3721,Larceny/Theft,I seeburglar,i seeburglar
3722,Larceny/Theft,I seerobbery,i seerobberi
3723,Larceny/Theft,I seerobbed,i seerob
3724,Larceny/Theft,I seerobbing,i seerob
3725,Larceny/Theft,I seerobbed me with gun,i seerob gun
3726,Larceny/Theft,I seerobbed me with knife,i seerob knife
3727,Larceny/Theft,I seepickpocket,i seepickpocket
3728,Larceny/Theft,There isstole my bike,there isstol bike
3729,Larceny/Theft,There isstole a bike,there isstol bike
3730,Larceny/Theft,There isbike is gone,there isbik gone
3731,Larceny/Theft,There istook bike,there istook bike
3732,Larceny/Theft,There isbike,there isbik
3733,Larceny/Theft,There isbike lock,there isbik lock
3734,Larceny/Theft,There isstealing,there issteal
3735,Larceny/Theft,There isstole,there isstol
3736,Larceny/Theft,There isbroke,there isbrok
3737,Larceny/Theft,There istheft,there istheft
3738,Larceny/Theft,There isthief,there isthief
3739,Larceny/Theft,There issteal,there issteal
3740,Larceny/Theft,There istook it,there istook
3741,Larceny/Theft,There iscar stolen,there iscar stolen
3742,Larceny/Theft,There iscar was hijacked,there iscar hijack
3743,Larceny/Theft,There isalarm in a car is going off,there isalarm car go
3744,Larceny/Theft,There iscar is gone,there iscar gone
3745,Larceny/Theft,There isstole car,there isstol car
3746,Larceny/Theft,There istook car,there istook car
3747,Larceny/Theft,There iscar,there iscar
3748,Larceny/Theft,There isvan,there isvan
3749,Larceny/Theft,There issuv,there issuv
3750,Larceny/Theft,There istesla,there istesla
3751,Larceny/Theft,There istoyota,there istoyota
3752,Larceny/Theft,There ishonda,there ishonda
3753,Larceny/Theft,There isbmw,there isbmw
3754,Larceny/Theft,There ismercedes,there ismerced
3755,Larceny/Theft,There istruck,there istruck
3756,Larceny/Theft,There islock,there islock
3757,Larceny/Theft,There isbroke lock,there isbrok lock
3758,Larceny/Theft,There isopened door,there isopen door
3759,Larceny/Theft,There isSomebody broke into my house,there issomebodi broke hous
3760,Larceny/Theft,There isstole something in my apartment,there isstol someth apart
3761,Larceny/Theft,There isstole something,there isstol someth
3762,Larceny/Theft,There isstole something in my condo,there isstol someth condo
3763,Larceny/Theft,There isbroke into my apartment,there isbrok apart
3764,Larceny/Theft,There isbroke into my condo,there isbrok condo
3765,Larceny/Theft,There isbreaking into that house,there isbreak hous
3766,Larceny/Theft,There isbreaking into that condo,there isbreak condo
3767,Larceny/Theft,There isbreaking into that apartment,there isbreak apart
3768,Larceny/Theft,There ishouse,there ishous
3769,Larceny/Theft,There isapartment,there isapart
3770,Larceny/Theft,There iscondo,there iscondo
3771,Larceny/Theft,There isstole purse,there isstol purs
3772,Larceny/Theft,There isstole money,there isstol money
3773,Larceny/Theft,There istook phone,there istook phone
3774,Larceny/Theft,There isran off after taking something,there isran take someth
3775,Larceny/Theft,There isstole belongings,there isstol belong
3776,Larceny/Theft,There isrobbed me,there isrob
3777,Larceny/Theft,There islaptop stolen,there islaptop stolen
3778,Larceny/Theft,There iscomputer stolen,there iscomput stolen
3779,Larceny/Theft,There istook from locked car,there istook lock car
3780,Larceny/Theft,There istook credit card,there istook credit card
3781,Larceny/Theft,There isstole wallet,there isstol wallet
3782,Larceny/Theft,There isshoplifting,there isshoplift
3783,Larceny/Theft,There isshop lifted,there isshop lift
3784,Larceny/Theft,There istook from store,there istook store
3785,Larceny/Theft,There isstole from mall,there isstol mall
3786,Larceny/Theft,There islost it,there islost
3787,Larceny/Theft,There isstolen bike,there isstolen bike
3788,Larceny/Theft,There isstolen motercycke,there isstolen motercyck
3789,Larceny/Theft,There isburglar,there isburglar
3790,Larceny/Theft,There isrobbery,there isrobberi
3791,Larceny/Theft,There isrobbed,there isrob
3792,Larceny/Theft,There isrobbing,there isrob
3793,Larceny/Theft,There isrobbed me with gun,there isrob gun
3794,Larceny/Theft,There isrobbed me with knife,there isrob knife
3795,Larceny/Theft,There ispickpocket,there ispickpocket
3796,Larceny/Theft,Anotherstole my bike,anotherstol bike
3797,Larceny/Theft,Anotherstole a bike,anotherstol bike
3798,Larceny/Theft,Anotherbike is gone,anotherbik gone
3799,Larceny/Theft,Anothertook bike,anothertook bike
3800,Larceny/Theft,Anotherbike,anotherbik
3801,Larceny/Theft,Anotherbike lock,anotherbik lock
3802,Larceny/Theft,Anotherstealing,anotherst
3803,Larceny/Theft,Anotherstole,anotherstol
3804,Larceny/Theft,Anotherbroke,anotherbrok
3805,Larceny/Theft,Anothertheft,anothertheft
3806,Larceny/Theft,Anotherthief,anotherthief
3807,Larceny/Theft,Anothersteal,anotherst
3808,Larceny/Theft,Anothertook it,anothertook
3809,Larceny/Theft,Anothercar stolen,anothercar stolen
3810,Larceny/Theft,Anothercar was hijacked,anothercar hijack
3811,Larceny/Theft,Anotheralarm in a car is going off,anotheralarm car go
3812,Larceny/Theft,Anothercar is gone,anothercar gone
3813,Larceny/Theft,Anotherstole car,anotherstol car
3814,Larceny/Theft,Anothertook car,anothertook car
3815,Larceny/Theft,Anothercar,anothercar
3816,Larceny/Theft,Anothervan,anothervan
3817,Larceny/Theft,Anothersuv,anothersuv
3818,Larceny/Theft,Anothertesla,anothertesla
3819,Larceny/Theft,Anothertoyota,anothertoyota
3820,Larceny/Theft,Anotherhonda,anotherhonda
3821,Larceny/Theft,Anotherbmw,anotherbmw
3822,Larceny/Theft,Anothermercedes,anothermerced
3823,Larceny/Theft,Anothertruck,anothertruck
3824,Larceny/Theft,Anotherlock,anotherlock
3825,Larceny/Theft,Anotherbroke lock,anotherbrok lock
3826,Larceny/Theft,Anotheropened door,anotheropen door
3827,Larceny/Theft,AnotherSomebody broke into my house,anothersomebodi broke hous
3828,Larceny/Theft,Anotherstole something in my apartment,anotherstol someth apart
3829,Larceny/Theft,Anotherstole something,anotherstol someth
3830,Larceny/Theft,Anotherstole something in my condo,anotherstol someth condo
3831,Larceny/Theft,Anotherbroke into my apartment,anotherbrok apart
3832,Larceny/Theft,Anotherbroke into my condo,anotherbrok condo
3833,Larceny/Theft,Anotherbreaking into that house,anotherbreak hous
3834,Larceny/Theft,Anotherbreaking into that condo,anotherbreak condo
3835,Larceny/Theft,Anotherbreaking into that apartment,anotherbreak apart
3836,Larceny/Theft,Anotherhouse,anotherhous
3837,Larceny/Theft,Anotherapartment,anotherapart
3838,Larceny/Theft,Anothercondo,anothercondo
3839,Larceny/Theft,Anotherstole purse,anotherstol purs
3840,Larceny/Theft,Anotherstole money,anotherstol money
3841,Larceny/Theft,Anothertook phone,anothertook phone
3842,Larceny/Theft,Anotherran off after taking something,anotherran take someth
3843,Larceny/Theft,Anotherstole belongings,anotherstol belong
3844,Larceny/Theft,Anotherrobbed me,anotherrob
3845,Larceny/Theft,Anotherlaptop stolen,anotherlaptop stolen
3846,Larceny/Theft,Anothercomputer stolen,anothercomput stolen
3847,Larceny/Theft,Anothertook from locked car,anothertook lock car
3848,Larceny/Theft,Anothertook credit card,anothertook credit card
3849,Larceny/Theft,Anotherstole wallet,anotherstol wallet
3850,Larceny/Theft,Anothershoplifting,anothershoplift
3851,Larceny/Theft,Anothershop lifted,anothershop lift
3852,Larceny/Theft,Anothertook from store,anothertook store
3853,Larceny/Theft,Anotherstole from mall,anotherstol mall
3854,Larceny/Theft,Anotherlost it,anotherlost
3855,Larceny/Theft,Anotherstolen bike,anotherstolen bike
3856,Larceny/Theft,Anotherstolen motercycke,anotherstolen motercyck
3857,Larceny/Theft,Anotherburglar,anotherburglar
3858,Larceny/Theft,Anotherrobbery,anotherrobberi
3859,Larceny/Theft,Anotherrobbed,anotherrob
3860,Larceny/Theft,Anotherrobbing,anotherrob
3861,Larceny/Theft,Anotherrobbed me with gun,anotherrob gun
3862,Larceny/Theft,Anotherrobbed me with knife,anotherrob knife
3863,Larceny/Theft,Anotherpickpocket,anotherpickpocket
3864,Mental Health/Bullying,He isn't ok,he ok
3865,Mental Health/Bullying,He shouting,he shout
3866,Mental Health/Bullying,He yelling at no one,he yell one
3867,Mental Health/Bullying,He has mental health issues,he mental health issu
3868,Mental Health/Bullying,He hurting himself,he hurt
3869,Mental Health/Bullying,He hurting herself,he hurt
3870,Mental Health/Bullying,He self harm,he self harm
3871,Mental Health/Bullying,He cutting,he cut
3872,Mental Health/Bullying,He kill myself,he kill
3873,Mental Health/Bullying,He kill themselves,he kill
3874,Mental Health/Bullying,He going to kill himself,he go kill
3875,Mental Health/Bullying,He going to kill herself,he go kill
3876,Mental Health/Bullying,He hanging,he hang
3877,Mental Health/Bullying,He slit wrists,he slit wrist
3878,Mental Health/Bullying,He jumped,he jump
3879,Mental Health/Bullying,He phone calls,he phone call
3880,Mental Health/Bullying,He prank,he prank
3881,Mental Health/Bullying,He pranked,he prank
3882,Mental Health/Bullying,He pranking,he prank
3883,Mental Health/Bullying,He calling,he call
3884,Mental Health/Bullying,He prank calls,he prank call
3885,Mental Health/Bullying,He attempted suicide,he attempt suicid
3886,Mental Health/Bullying,He loitering,he loiter
3887,Mental Health/Bullying,He standing around,he stand around
3888,Mental Health/Bullying,He sleeping,he sleep
3889,Mental Health/Bullying,He suicide,he suicid
3890,Mental Health/Bullying,He needs help,he need help
3891,Mental Health/Bullying,He issues,he issu
3892,Mental Health/Bullying,He paranoid,he paranoid
3893,Mental Health/Bullying,He weird,he weird
3894,Mental Health/Bullying,He something wrong,he someth wrong
3895,Mental Health/Bullying,He ghosts,he ghost
3896,Mental Health/Bullying,He demons,he demon
3897,Mental Health/Bullying,He death,he death
3898,Mental Health/Bullying,She isn't ok,she ok
3899,Mental Health/Bullying,She shouting,she shout
3900,Mental Health/Bullying,She yelling at no one,she yell one
3901,Mental Health/Bullying,She has mental health issues,she mental health issu
3902,Mental Health/Bullying,She hurting himself,she hurt
3903,Mental Health/Bullying,She hurting herself,she hurt
3904,Mental Health/Bullying,She self harm,she self harm
3905,Mental Health/Bullying,She cutting,she cut
3906,Mental Health/Bullying,She kill myself,she kill
3907,Mental Health/Bullying,She kill themselves,she kill
3908,Mental Health/Bullying,She going to kill himself,she go kill
3909,Mental Health/Bullying,She going to kill herself,she go kill
3910,Mental Health/Bullying,She hanging,she hang
3911,Mental Health/Bullying,She slit wrists,she slit wrist
3912,Mental Health/Bullying,She jumped,she jump
3913,Mental Health/Bullying,She phone calls,she phone call
3914,Mental Health/Bullying,She prank,she prank
3915,Mental Health/Bullying,She pranked,she prank
3916,Mental Health/Bullying,She pranking,she prank
3917,Mental Health/Bullying,She calling,she call
3918,Mental Health/Bullying,She prank calls,she prank call
3919,Mental Health/Bullying,She attempted suicide,she attempt suicid
3920,Mental Health/Bullying,She loitering,she loiter
3921,Mental Health/Bullying,She standing around,she stand around
3922,Mental Health/Bullying,She sleeping,she sleep
3923,Mental Health/Bullying,She suicide,she suicid
3924,Mental Health/Bullying,She needs help,she need help
3925,Mental Health/Bullying,She issues,she issu
3926,Mental Health/Bullying,She paranoid,she paranoid
3927,Mental Health/Bullying,She weird,she weird
3928,Mental Health/Bullying,She something wrong,she someth wrong
3929,Mental Health/Bullying,She ghosts,she ghost
3930,Mental Health/Bullying,She demons,she demon
3931,Mental Health/Bullying,She death,she death
3932,Mental Health/Bullying,They isn't ok,they ok
3933,Mental Health/Bullying,They shouting,they shout
3934,Mental Health/Bullying,They yelling at no one,they yell one
3935,Mental Health/Bullying,They has mental health issues,they mental health issu
3936,Mental Health/Bullying,They hurting himself,they hurt
3937,Mental Health/Bullying,They hurting herself,they hurt
3938,Mental Health/Bullying,They self harm,they self harm
3939,Mental Health/Bullying,They cutting,they cut
3940,Mental Health/Bullying,They kill myself,they kill
3941,Mental Health/Bullying,They kill themselves,they kill
3942,Mental Health/Bullying,They going to kill himself,they go kill
3943,Mental Health/Bullying,They going to kill herself,they go kill
3944,Mental Health/Bullying,They hanging,they hang
3945,Mental Health/Bullying,They slit wrists,they slit wrist
3946,Mental Health/Bullying,They jumped,they jump
3947,Mental Health/Bullying,They phone calls,they phone call
3948,Mental Health/Bullying,They prank,they prank
3949,Mental Health/Bullying,They pranked,they prank
3950,Mental Health/Bullying,They pranking,they prank
3951,Mental Health/Bullying,They calling,they call
3952,Mental Health/Bullying,They prank calls,they prank call
3953,Mental Health/Bullying,They attempted suicide,they attempt suicid
3954,Mental Health/Bullying,They loitering,they loiter
3955,Mental Health/Bullying,They standing around,they stand around
3956,Mental Health/Bullying,They sleeping,they sleep
3957,Mental Health/Bullying,They suicide,they suicid
3958,Mental Health/Bullying,They needs help,they need help
3959,Mental Health/Bullying,They issues,they issu
3960,Mental Health/Bullying,They paranoid,they paranoid
